reviewText,overall,sentiment,word_len,char_len
Unmounts randomly in mu surface pro 2.  Seems to mostly be centered around write operations.  Trying the samsung version which is sadly much more money.,1.0,Negative,25,152
"This is called &#34;Class 10&#34;, so I ordered it, figuring it would have useable speed. I plugged it in to copy about 9GB of program installation files. I was totally dumbfounded that it took about 3 hours to copy those files onto this &#34;Ultra&#34; &#34;Class 10&#34; SDXC card. (9GB on my super-slow, super-cheap plastic school-kid USB thumb drive takes less than 10 minutes.) So then I tested it on various known computers with typical raw and JPG picture files. Read speeds ranged from 15-25MB/s, while write speeds ranged from 4-8MB/sec for big files, and below 1MB/sec for small files. This is what I would call largely unusable. VERY disappointing.",2.0,Negative,109,659
Installed it to my Galaxy S4. Works great!I want more.. waiting for price to go down.. and I wish 128GB comes out soon so I can buy it,5.0,Positive,28,134
I really like this SD card. It's fast and it looks good. Great value too. What more can be said?,4.0,Positive,20,96
"I use it in my Sansa Clip Zip 8GB MP3 player and now I have 40GB for music.The included adapter allows me to remove the card from my player and add and subtract music using a standard card reader on my computer without having to plug in my MP3 player.When I'm done I slip the micro card back into the player, let the MP3 player refresh itself, and I'm good to go.This card is a class 10 unit so it's also good for expansion ports on Video cameras as well.-v-",5.0,Positive,90,458
"I ran several tests both on my computer, and my phone it wrote at 6MB and read at about 6 to 10 depeneding on its mood. I bought this to replace a generic 32GB class 10 card that I lost (so dang small i droped it and could not find it. that Card actual wrote at 11 to 12MB and read at 20MB. I went with sandisk because my phone came with a class 2 that performs more like a class 6. What a waste of time. Refunded this item",1.0,Negative,90,423
"I was given this card in October to add to my new Samsung Galaxy S3. I was thrilled I copied a ton of music onto the card and used my phone as my mobile Ipod substitute, leaving my Ipod Classic on my desktop in its speaker system cradle.Everything worked fine until a couple of weeks ago. I started getting messages that seemed to say that I had removed and inserted the memory card. Of course, I hadn't touched it. Then a few days ago the phone told me that the card contained unsupported files and that I needed to reformat it. Well, I tried reformatting. After that, nothing. Nothing at all. I pulled the memory card, reset the phone. Reinserted the card. Nothing. I tried the card in the adapter on 3 computers. It wasn't even visible.I called Sandisk tech support. It didn't take terribly long to convince them that I had a problem. But they quickly offered me two 16 gb cards as a replacement. I literally laughed at them. I got the disturbing sense that this is something that they are required to try. If so, that's a lousy business practice. After bouncing me around a few time, they agreed to send me an RMA and a shipping label. I duly sent the card off a couple of days ago. To be frank, I have no idea at all when I might receive a replacement.If I weren't already in the grips of Sandisk, I would buy another card. The fact that 10% of the comments here are negative is an indication of a real quality control problem. A 10% fail rate is simply unacceptable for a product such as this.Update: Well, I do have to give Sandisk credit for customer support. I returned the card using the supplied UPS label on a Tuesday and I received a replacement by UPS on the following Monday. That's very good service. It does, however, increase my suspicion about the offer of two 16 gb because the 32 gb cards were ""out of stock."" If they were out of stock, they sure got ""in stock"" in a big hurry. In any event, I've upped my rating to two stars.",2.0,Negative,367,1947
What can I say...it's a memory card.  Aren't they all the same?  No problems or issues with this product.  It works as described!,4.0,Positive,23,129
"I put this in my Galaxy S4 phone for extra storage and it works perfectly.  I copied my music collection (about 5000 MP3 songs) and put 20 MP4 movies on it with room to spare.  Very handy for listening and watching while traveling on a plane.  The phone likes it, the computer likes it, so I like it.",5.0,Positive,58,300
"Got this to use with my GoPro Hero 3 black edition. Put it in, seemed to work. tried to get the data from the card after using it for a second and the card says it needs to be formatted.Looked to gopro's website and it is NOT on their recommended card list. Reason being is that the card isn't fast enough. It's a class ten yes but clearly not fast enough.Definitely get the recommended card, IF it does work at first it will probably die in a couple of days.",1.0,Negative,90,459
"I installed this in a tablet that I am giving as a gift, and so far so good. This is the second one I purchased I installed the first one in my tablet and it seems to be working fine also.",5.0,Positive,41,188
Work great with my Samsung Galaxy S4. Simple to install and redirect in settings. I don't get the memory warnings anymore.,5.0,Positive,21,122
"I bought this to expand the limited memory of my Dell Venue Pro. I use it to store MP4 videos and MP3 music and streaming/playing both work very well. Even the description explicitly says &#34;Reformat into file system other than exFAT may cause instability&#34; I'd hope to use it to remap my OneDrive (FKA SkyDrive) folder which requires it being reformatted to NTFS.  The warning is correct--between Windows 8.1, the tablet and the SanDisk MicroSDXC the OS became unstable.  Once I'd reformatted and changed OneDrive's location to it I rebooted Windows 8.1 and Windows 8.1 could not detect the card. I reformatted the card back to exFAT and it works as expected.",4.0,Positive,112,665
"I've requested a replacement, so I'll update this review after I receive a replacement.  But the first card I got, it could be read, but every time I put it into the computer, it said there were errors with it.  It couldn't repair the errors.  I couldn't even format it using a command prompt to try and get it to work.  I could create folders on the card, but not put anything into them or onto the card other than folders.  I tried many many things and nothing worked.  I know SanDisk makes decent products, so I will change the review later.",1.0,Negative,102,544
"In real-life use--copying compressed files to and from the card--it clocks in at barely over half the advertised speeds: about 16MB/s read and about 7.5MB/s write, as averaged between testing on several SD slots (some USB-connected, some PCIe-connected) on several computers, plus a just-released smartphone. Very unimpressed by the &#34;up to&#34; marketing of SD card vendors and makers.The actual raw size is also about 59.5GB, which I find fascinating for a flash device, which is only ever manufactured with powers-of-two components. (1KB = 1,024B)",2.0,Negative,84,553
Works very good. I love this.,5.0,Positive,6,29
"I was very excited to buy this card (64 gb) for my Samsung Galaxy Note 2 - The product arrived promptly and I was able to format it to EX Fat and use it right away in my smart phone. However, exactly 10 days later when I removed the card (after turning off the phone) and inserted it in my Desktop, I got an error saying that the card was corrupted and unreadable and that I needed to format it.Since I had already got a lot of data on it, including a lot of videos and images of our new-born twins, formatting was not a viable option.I tried to get the card working on my PC Desktop, Mac Air laptop and the Samsung Galaxy Note, but to no avail.  Finally I decided to format it. There too, I kept getting errors and that the computer was unable to format the card.  Finally I tried ""Full Format"" via my pc - got an error again and then right away ""Quick Format"" and that worked - so the card is back and working in my Note again, but now I wont trust it anymore - not after having lost so many irreplaceable images and videos.I am a professional photographer, and use memory cards all the time - this has been the worst of the lot !!",2.0,Negative,224,1133
"I have tested this card in both a Samsung Galaxy Note 3 phone and aSamsung Galaxy Tab 3 (10.1-Inchand it was immediately recognized by both devices. As I write this review the card has been running in my Tab 3 and constantly used for over a week.Other reviews have dissected the specs of this card, so I'll share how I use it and why I prefer these over the 64GB cards (which I also own and use). The price point on these 32GB cards have dramatically fallen and as of the date of this review they are priced as commodities. I use a few pairs of these to rotate backups on my laptop, so I always have a daily snapshot of my documents. For that purpose alone these cards are well worth it.For my tablet I have divided my extensive music library into genres and have them backed up to these cards. A 32GB card will hold about 150 CDs, so the space savings along over the physical media is significant. In fact one of these cards cost about the same as a rack for 150 CDs.These are also excellent for saving practice sessions that I sometimes record using my phone or tablet. I pop my primary SD card out of the device and swap one of these in to video record. Since this card will hold about six hours of video it's perfect for that use.Overall, these are reliable cards that have worked in a number of devices I own. I can assure anyone wanting to use them in a newer Samsung Note 2 or 3 phone or Tab 3 tablet that this card will work, and it is also excellent for HD video recording. At the price point it's an absolute bargain.",5.0,Positive,294,1527
Out of the three different brands of micro sd cards the Sandisk is the only one that is still with me.  the other two just quit working.  I have bought several more of these cards and have had no problem except I wished I would have bought ones with more memory.  excellent product.,5.0,Positive,53,282
"Pros:1. ordered it and got free shipping.2. got it in 3 days.3. popped it out of the box.4. popped it in the cellphone!5. Done!Cons:1. doesn't come with a hot pocket.2. Amazon won't marry me.3. took me too long to order the hell was I thinking.4. took too long to get it out of the box 1 second!-------------------------------------------------------------------------------------update:Okay  I have to bring this rating down to 1 star.... My 64gb SD card just crapped out. I'm getting the ""0x80071ac3"" code and i cant format it or copy files to it. I ran scan disk and nothing works... I don't know if i will be buying any more SD cards again from them. luckily i was able to save all my files. I've goggled this problem and this is a common problem with these cards...",1.0,Negative,133,770
"If you have a gopro, get a different card, it worked in mine for a while then stopped, turns out the gopro fried it, no fault of gopro but through sandisks error, sandisk will replace it but it can get fried again. I've read up on it and it's a common issue, so if you use this for a gopro, get a samsung or patriot or something else to be on the safe side.",2.0,Negative,74,357
"If this was any more worthless, it would have a retched stench.  This card has completely turned me away from ever trusting another SanDisk product again.  I would only use this in the future to keep corrupt mis-information to frustrate anyone attempting to acquire any of my data.I have reformatted it 3-4 times IN FULL using various allocation sizes and operating systems.  It only functions under Windows, it randomly works in my mobile devices.  Now i'm left to decide if I want to bother researching this to better understand the problem in the future, or simply purchase another card from a more reliable manufacturer...... hello Kingston.",1.0,Negative,106,645
"I bought it for my new galaxy note and I realized the device didn't recognize it...tried it on other devices, laptops, desktop, macbook didn't work...Very disappointed !",1.0,Negative,27,169
This is a piece of crap. This is my 3rd card in 3 months. This is ridiculous.Do not buy this crap,1.0,Negative,21,97
14000 reviews and counting !! Do you need any other justification to buy this one if you are looking for a microSD card?? Add to it the reliable name of SanDisk and you are left with no doubts to buy this or not!!! Also its available at almost half the actual price with Amazon (I did check the price at local sellers and no one is selling it that cheaper).Comes with a decent writing speed (good for most shooting/recording devices) and has a very very long warranty (10 years !!!). The technology may take a leap before this one stops functioning on you.Want to use it as a SD card in your camera? No problem. It comes with an adapter with which it can be used in any device that uses a SD card. That makes in two-in-one card!!!!!,5.0,Positive,139,732
"I am going to start spending a little more money if needed and start buying Transcend. The one Transcend thumb drive I've purchased, 64G, works great and always has. The SanDisk 64G thumb drive always had some kind of annoying problem until it finally quit working. Everything I've been told to do to reformat and reset it doesn't help. And FYI, I ALWAYS ejected the drive before I disconnected it. These memory cards from SanDisk that I've bought also have these little headaches all the time. All my Transcend work great and they have been faster to copy my 40G worth of music to. Spend the little extra money if need be and buy the Transcend.",1.0,Negative,116,645
"Over the years, I've found SanDisk memory to be durable and reliable. This 16 GB Class 10 card appears to be no exception. So far, it's performed well. I especially appreciate the fast write speed. For the money, it's a good deal.",4.0,Positive,42,230
"Downloaded eraseUS and formatted to fat32 with 32k clusters.  Mounted to either 7 or 10 with no problem, see nada instability.  But that's not the coool thing.  I actually have two of these.  One is in the sd slot, one is in the power port via the samsung sd/usb adapter.  Soooo, my 16g 10 is actually a 145gb 10.  I can't imagine what I will actually do with all that, but I have it.  Maybe run a Linux port and web server (just because I can).  Too bad about that external storage limit on iOS....",5.0,Positive,95,499
"Died within 6 months! Stopped being able to read or write :( When I went to destroy it, it crumbled easily into tiny pieces. Never again.",1.0,Negative,26,137
I bought this to use with a portable radio that accepts the micro memory card.  The 581 pieces of music I put on it took up less than 4 Gig so I have used it with the adapter in a camera as well.  It  does the job,5.0,Positive,47,213
"The SanDisk Ultra is a very high quality micro sd card. I have bought several and have never had an issue with any of them, which I can't say about less expensive cards. If you need a card for your smart phone or tablet, this is it, just make sure not to get a bigger capacity card than your device can use.",5.0,Positive,62,307
I ordered this to replace an aging Class 4 card being used with N2A (Nook 2 Android) KitKat 4.4.  This card turned that into a usable Android tablet!  N2A with the Class 4 card was brutally slow but now the tablet is very useful.  Definitely worth the upgrade.,5.0,Positive,48,260
"I purchased this product knowing there might be an issue with the galaxy s4. This card worked for a week or two then began to spontaneously unmount and would mount itself back in. The unmount periods began to become longer than a few hours, days! I tried this card in a galaxy note 2 still with the same result. I attempted to contact Sandisk customer service and utilize the warranty. They know of the problem and began the exchange process then instructed me to wait for a mailing label that never came. I called back and was told that they would re-email it to me. To this day I am still waiting for that email. I have never had this issue with this company but with  ever changing technology, it is what it is, right? I know this card will be good for some device I have. If you own a galaxy phone beware!! I have not attempted to use this in a samsung tablet so on that I cannot review.",1.0,Negative,171,891
"This card worked in my Galaxy S3 right off the bat.  I did not need to format it or anything.  After about 2 weeks, I was watching a video on my phone and it locked up.  Then the phone showed that the card was damaged.  Now I am unable to copy anything over 100mb to or from the card.  Viewing photos from the gallery also locks up the phone.  Amazon customer service is great, however.  They sent me a new card.  I will update my review after I am able to use the new one for at least a month without any errors.****UPDATE****After having the second card for a few weeks, it also had the same issues.  Even worse, the card was completely unreadable after it locked up.  The card showed about 5 GB of data being used, but could not be accessed via the phone or in a computer.  Sent this one back and will be going back to my trusty 16GB card.",1.0,Negative,164,842
"My Android tablet is a toy; there is nothing crucial on it. I plan on downloading maps for travel, and need more storage.I rooted my tablet, changed two lines in a control file, and now it sees the external card as the internal card (and vice versa). When I save apps and/or data to the SD card, everything goes to the 32GB SanDisk Ultra MicroSDHC card instead of the puny internal store! Woo-hoo!DISCLAIMER: Rooting a device usually voids its warranty. I am not condoning such action, nor am I responsible for the results of such action. The responsibility is yours.The tiny card fit into the tiny slot on my 9&#34;-screened tablet, and is invisible once installed. But we both know it's there! I couldn't be happier, and until that changes, this is my endorsement of the SDHC card.",5.0,Positive,138,783
"Worked great in my galaxy s4 and died about 2 months later, what a waste of a lot of money!",1.0,Negative,20,91
"Just great, I hadn't been problems with my memory and I use it with my S3 all the time, so its great.",5.0,Positive,22,101
"...then Class 6 cards on Samsung Galaxy Note. With Class 6 cards I had some minor speed issues, but with this one they are gone.",5.0,Positive,25,128
SanDisk told me I needed to send this to them to format it. It will not recognize in any of my items.,2.0,Negative,22,101
"We ordered these and used them in my Galaxy Note 2 and my wife's Razr M. After a few months we noticed that they would cause the phone to freeze up. The phones would start showing that it was mounting and unmounting the SD card early on but toward the end they just froze up the phone. Once we trashed the cards, the phones worked fine. We bought a different brand and no trouble since. I don't know why these red & gray ones have issues but stay away from them.",1.0,Negative,91,462
"Acquired this card a month ago for use in my phone Samsung Galaxy S4 and only have taken issues with it.The micro sd card is really bad, the camera takes a long time to be ready and repeatedly resets the phone. Absolutely not recommend it in my previous phone (S3) used a micro sd card 32GB Samsung brand and never had problems with it.To correct the problem of instability recommend formatting the card, I did and the problem remains the same.Live outside the U.S. and I must acquire excellent quality products because the cost of returning it exceeds the cost of the product.Next time buy a card SAMSUNG brand that never gave me problems.",1.0,Negative,114,640
Bought it for my LG L9 Android phone and in the phone it stayed.  Speed is average.  The problem is that it broke within 8 months with all my data in there.,1.0,Negative,32,156
Great microSD card for your phone to upgrade you with additional 32 gigs of space.  The beauty of having a huge microSD in your phone is that you can store all of your music and pictures and stuff on there and then swap it into a new phone or replacement when that happens and not have to transfer anything over manually.,5.0,Positive,61,321
"Its a good Micro card, self explanatory, I haven't had any issues with it. Works for just about putting anything on it.",4.0,Positive,22,119
Stopped working and could not reformat.  Didn't have good luck with this item or the vendor selling this item.  Hopefully just a bad one...sandisk is usually pretty good,2.0,Negative,28,169
"This card continually unmounted in my S4. It was really painful, when I remounted the card I sometimes retrieved my files, sometimes not. I have to say, though, that a card test in my PC, using Crucial diagnostics, went fine. My gut feel is that the card overheats, and shuts down in the S4, although I have no proof of this. What I do know is that it didn't work for me, and many others (google it). Naturally, Amazon refunded me the purchase cost when I returned the card, gotta love Amazon.I now have a Samsung 64g card, and no problems so far. I like Sandisk, but there's a compatibility problem here with the S4.",1.0,Negative,115,617
Used it in my Galaxy Note 2 for the past 16 months. All the sudden it is no longer writable. I tried many ways to reformat the card. Even Windows says format successful but all files remain after I remove and re-insert the card. Since I have private files in the card I'm not able to delete. I do not want to sent it back to SanDisk for replacement.,2.0,Negative,69,349
"My original two cards were manufactured in 2012 and over time started affecting the functionality of our phones.  Some internet research resulted in reading another review on Amazon with similar problems and discussed to contact SanDisk support for replacements due to a known silicon bug.  The new cards arrived in about a week and we returned the old cards with the defects.  Only hassle was was trying to read the serial and date codes off of the car, but a phone with 4X zoom made it possible.  SanDisk customer support was easy to work with and the products (new and old) are fast and worked great.",5.0,Positive,106,603
Sandisk quality has failed me. Moving on to another brand. I've had three of these memory cards fail on me in very short order.,2.0,Negative,24,127
"I bought this card for my android based phone, soon I started getting messages that my card had been removed and or it was damaged, Tried it in my tablet same thing, and this was not the first card of this brand that I had bought that experienced this problem. Went to several online forums to see what the solution is; then someone hit upon it, it just might be a problem with this brand of cards.I bought a PNY brand micro SD card and had no problem whatsoever.",1.0,Negative,89,463
"I got several of these for my tablet.. So far I am very happy.. Actually I have one in my phone, one in my tablet, and one as a backup for traveling.. So far they have been great for me...",5.0,Positive,40,188
Works good.  What can I say about an SD card?  It stores my video files for my GoPro.  Nuff said,5.0,Positive,20,96
Got this memory card for a good deal. I'm using this on my samsung galaxy s4. So far I never filled up the memory card and still have at least half of free space on this card.,5.0,Positive,37,175
"Pro:  &#9642;PriceCons:  &#9642;intially began to get card read errors on Samsung Note.  Right at 6 months it fails, lossing all my data.  Pictures, videos, documents, ect...  all gone.I shouldn't have cheaped out, I should have bought the samsung card.",1.0,Negative,39,253
This may be the worst memory card I've ever purchased - and I have bought a lot of card over the years - wish I had just stuck with my ADATA cardsFirst issue - I lost a bunch of photos - they just did not exist at all - it was as if I never took them  - but since there was a large gap in the file names I know for sure I didOf 200 photos taken about 40 in the middle just disappearedi could not even recover them using a deep scan toolI've been shooting digital since the mid 90s and this is the first time anything like this has ever happenedThen there is the cheesy SD adapter - the switch was so loose it switched to locked while I was taking pictures.Luckily the camera warned me that the card was read only - after having already taken a bunch of shots that has saved without issueFinally I figured I could just use these in my Samsung phones - no such luck - the second I put them in and took a photo I got an error that it could not right to the card and I could no longer see the 8gig of photos that were on itYes this may be a know issue with the cards - I see a review mentioned that - and I see that SanDisk will replace them - but they cannot replace the photos I lost - so keep that in mind when considering this card - I will,1.0,Negative,258,1240
"Bought this with my Samsung Galaxy S4 when it first came onto market and it worked for about a week then quit. All of the pictures I had taken originally and stored on this card are just gone, it was a bad purchase and after looking through numerous forums, hundreds or thousands of people were having the same issues with this card and the Galaxy S3 + 4, I do not recommend buying this card if you'll be putting it in a galaxy. I'd like to tell sandisk where they can put it.",1.0,Negative,93,476
"I bought this an formatted it to FAT32 so I can use it in a devices that say they only allow 32GB card.  To do this you must find a program that will format card above 32GB into FAT32.  Windows will not format anything 32GB and higher in FAT32, so try this site for a program to do it in:  [...]",5.0,Positive,61,295
"I've tried several brands of microSD cards in various smartphones and this SanDisk card is by far the fastest and most reliable card I've used.  Like others have mentioned, I did have to format it using the tool from sdcard.org but once I did, it was faster than any other card I have ever used.  Completely error free and no issues whatsoever",5.0,Positive,62,343
Works great in my Samsung Galaxy S4.  Well worth the money and the price is affordable. A great sd card.,5.0,Positive,20,104
"Was working fine for 2 months. Randomly stopped working. Is not recognized by my computer or cell phone. I am beyond the Amazon return window, so this absolutely sucks.Wasted my money.",1.0,Negative,31,184
This does not lock in perfectly into a Surface 2. It locks in but you have to force it. Other than that it gives you about 59gb once installed.,4.0,Positive,29,143
"Using it in my HTC inspire and so far no problems had to format it though, the card is fast and works really well. I'm considering buying one for my tablet.",5.0,Positive,31,156
Sandisk has the name but in my experience the quality and speed is not there. My lexar lasted longer and outperformed this chip.,1.0,Negative,23,128
Got this to store movies and music on my Samsung Note III.Not much to say about a memory card except that it works as expected.,5.0,Positive,25,127
Don't really use this for speed tests or anything but to hold music and everything it works great would recommend doesn't fail a lot and lose files,4.0,Positive,27,147
"This card was used in a phone without a large amount of write stress (which does shorten the life of the card - it was not written to over and over in the phone).The card is now totally unwriteable - on a Mac, a Linux machine, or the phone - writes all ""seem"" to succeed but even low-level reformats don't actually *do* anything - the exact same files are there after every change, untouchable and frozen forever.10 months of use out of a memory card and then a really weird failure like this (neither the Mac, Linux machine, or phone reports any error) is not acceptable quality from SanDisk.",1.0,Negative,109,593
I don't notice any significant performance increase over the less expensive class 4 sandisk sd card.  I don't recommend this card.,1.0,Negative,21,130
Worked once I was able to find a system to format it.Second card from SanDisk that was sent to me unformatted.They need to get their act together...,2.0,Negative,27,148
My granddaughter's phone was slowing down. She had a 2gb memory card in it and no room for any more photos. She transferred all 499 photos to this 32gb card and has room for many more. Love making her happy!,5.0,Positive,40,207
"Slides right into devices with ZERO instructions needed, comes with ""Reader."" Adds lots of Storage space to your Reader or other device. Firmly snaps into place. Easy to read on screen instructions for what to store on device and what to store on SD Card.",5.0,Positive,45,255
Very nice addition to a Xperia Z tablet expanding the storage area up to 64 Gigs. Easily seen by OS of my Tablet. Fits micro slots,5.0,Positive,26,130
"Good price and fast enough to load MP3 files from the computer quickly.  I use these in Sansa Clip MP3 players, perfect match.",4.0,Positive,23,126
"I had this for my smart phone and it kept dismounting itself.  I did some research and found out that there are others experiencing the same problem.  So, I returned this and got Transcend instead.  Transcend works fine with no problem.",1.0,Negative,41,236
"Not a good typer or speller :) here is what I didSince I could not format it on my Pc Running WIndows 8 Pro or any of my cellphones running Android versions of 2.3.1 from Republic Wireless :).On my Canon Vixia HF M41 dual card Camrcorder I formated the card but the thing is, it still read as exFATso I mounted it onto my Samsung Galaxy 10.1 anyway and it said something about corrupt files or what ever and it asked If I wanted to format and I press ok and yeap it works now It reads about  54 gigs and some. Got this 64 gig  baby for $19.89 from Amazon Warehouse deals. I bought two but they cancelled one for no stock but it was still showing stock, oh well all I really needed was one I just got greedy.",5.0,Positive,141,707
"Pros: 32 GBs more for my tablet. Works great.Cons: None to speak ofOverall: I hold this and I feel like I'm going to lose it. It is the perfect size to add storage to my tablet, though, and that is what I want it for.",5.0,Positive,45,217
This card is very fast and perfect for my Samsung Galaxy Note. I used it for HDR photography and it works very well.,5.0,Positive,23,116
Used it for my Samsung Galaxy Tab 2 10.1 tablet.  Stopped working after about 10 months without warnings.  My tablet now recognizes as blank or un-formatted card; my computers won't even recognize it at all!  I am still trying to recover some priceless photos of my kids since my last backup of the card...,2.0,Negative,54,306
"First, it kept unmounting on the Galaxy Note 10.1I got it replaced.I used the replacement on my Galaxy S4 and it heats up my phone when charging. IT GETS VERY HOT. GS4 does not get hot with other sd cards. awaiting my second replacement.",1.0,Negative,44,237
"I can say that SanDisk is one of the best company in the fields of electronics and Digital Cameras, but I am very dissapointed of this Memory Card.The card memory is only 25GB and the speed is 14MB/s which is not as advertised.I gave it to my dad to use it on his phone and I started to use the Sony 32GB MicroSD. I can say that it works perfectly: the storage is 32GB and the speed is 43MB/s.Buy it now: http://amzn.to/1iGqMVm . This is the exact link I used to buy mine.",1.0,Negative,93,472
"Sandisk is a very reputable company, and this class10 microsdhc card is quick.  I use it in my Galaxy S3 and it records video and photos without skipping a beat.",5.0,Positive,30,161
Has worked perfectly since the day I got it. No hassles or problems so far. Holds everything that I would ever want to store on it.,5.0,Positive,26,131
"Do not buy, card failed on the third usage.  Kicker not to my favoris you only have about 2 months to return this card for a full refund.Then, it's a pro rated rated deal when you send it back to Amamzon inLexington, KY.The failed card was in a GoPro White Edition. Needless to say, a camera thatwas purchased for summer outdoor usage in November is going to sit for quite awhile before you have time to get your money back.  Card sat all winter and failedtowards the end of April.  6 months lag to get a decent, even pro rated refund.Out of all the items I bought from Amazon this is my only bad experience.64 gigs crammed on a tiny micro SD card is too much.  I'll stick with thesmaller 32 gigs until this technology is meant to last.Refund Update, once again Amazon did the right thing anbd refunded full purchase pricefor the dead 64 gig.  Amazon is where I shop for 2 reasons.  1. I live 50 miles frombig box stores and 2. they ALWAYS make things right with no muss ...no fuss.I replaced the dead card with Amazon brand Micro 32 gig SD micro card.I have purchased Amazon branded SD cards before and they work just as good as any.Not to mention the cost savings.",1.0,Negative,217,1166
"I have zero complaints, this card does exactly what it should. I'm amazed by how inexpensive memory cards continue to get. These things are really useful to throw on your keychain because they're so small.Update: From 5 stars to 1. Dead after 4 months. Appears to be a fairly common issue: [...] Let's see how the RMA process goes....",1.0,Negative,59,334
"Works as expected.  What else can be said.  These cards are almost &#34;silly person&#34; proof, but looking at some reviews may say otherwise.  Amazon shipped it fast and I am happy.",5.0,Positive,31,183
Thank you Amazon for showing me what type of Memory Card and Adapter that I needed. I love buying everything I need at once to use my electronics purchases.,4.0,Positive,29,156
"Got extremely solid speeds with it, no slack on my Android.  Solid Micro SD card with gigantic space.It works.  Awesomely.",5.0,Positive,20,122
I think the title says it all. This card is &#34;Super Fast and Works Great&#34;. So happy to have this in my phone. (Samsung Galaxy SIII),5.0,Positive,26,138
"Picked this up on sale.. doesn't work, only shows up as a 1MB (yes, Megabyte) card that I can'd do anything with.  I already threw away the original packaging too.  I'm sure returning it is going to be a huge PITA because of that.UPDATE: After writing this (albeit, short) review I found this is not uncommon.  I also found that this card was deliberately crippled despite the product description saying ""The SanDisk Ultra microSDXC UHS-I Card works with any microSDXC compatible device.""  That was all the motivation I needed to process a return on it rather than having it replaced.",1.0,Negative,100,584
"I got it at a good price, and it is nice to have 64GB of extra space for media to use in my phone.",5.0,Positive,24,98
"Works, had to give a review of this since it does exactly what is it advertised to! Good buy for anyone!",5.0,Positive,21,104
"trash quality, broke and corrupted my data on two different cards",1.0,Negative,11,65
"I have a Samsung Note2, I love being able to record video and taking pictures without worrying about not having enough room, now I do!",5.0,Positive,25,134
"I currently have all my downloaded music on this car sitting in my surface RT.  I haven't done any measurements on how fast the transfer rate of this card is, but I can tell you that it is fully capable of playing music and videos from the card to my Surface RT with no lag at all.  It was also a very good value as far as price/size/speed ratio.",5.0,Positive,69,346
"I used this for a few months in my phone, then it decided to quit mounting. I lost some pictures of pets who died shortly after. I got a replacement card, but I had to send in the old one, giving up any chance of recovering its contents. The new one's worked fine, but failing after 3 months in inexcusable.",2.0,Negative,60,307
not much to be said about this. sandisk makes some of the best SD cards..i have even washed mine in the washing machine by mistake and it still works,5.0,Positive,29,149
"Works but there is a trick to it. So I purchase a Lenovo Yoga 10 tablet and installed the card and it told me the card was damaged, I put the card in my PC and it worked fine, I even reformatted it in the PC, still no luck. Called Lenovo and they walked me through formatting it again in the PC and still didn't work BUT there was an option in the Android software that is a status screen (pull down from the top of the screen) and that gave me a choice to let me format it in the tablet and after it completed it I was good to go, it mounted and I downloaded my 318 songs on it and it is working like a charm. Only thing I can think of is that Android doesn't like the way SanDisk formats their cards. I think if everyone knew about this there would be a lot less returns.",5.0,Positive,160,773
"Everything transfered over to my new SD card fine, but now my phone will randomly lose the SD card and have to search and re-scan it. Tried another SD card and no problems. Now I can only get a refund since its out of stock.Updated 12/9/12-SD card will not not work. My phone or computer will not read it. Lost everything. I'd advise if you are looking to purchase an SD card look at another brand.",1.0,Negative,76,398
"I haven't figured out yet if I'm a dummy or if I have a defective card.  I don't know if the card is bad since I can't even get the card to stay in my Samsung Galaxy S4.8.  The little card will go in (the larger one won't) but it won't stay in.  If I put pressure on it the Samsung says .. preparing SD card but as soon as I release pressure the Samsung says .... card removed.This card came from a source outside of Amazon and took way to long to get here.  It arrived in a white envelope with NO instructions.  I'm very upset about this purchase as I've never had a problem before with either SanDisk or Amazon.  I'll try to find someone with more experience than me to give this a try before I return it.  I would have expected this to come in a package from SanDisk, like other SanDisk products I've bought in big box stores or from Amazon but it did not.",1.0,Negative,170,859
"The item arrive in time, but was unfortunately defective as it would not accept a copy operation. Further investigation led to discovering the card had bad sectors. Refund is progressing without a hitch however, so not all was lost.",2.0,Negative,39,232
A must have for those who have android products with expandable memory slots...the go to place to save your pictures and videos so if you change phones or tablets you won't lose your memories.,5.0,Positive,34,192
"I first tried putting it in my camera, without formatting.  It just said &#34;insert another card&#34;.  I put it into my linux computer, and it output lots of errors in the syslog, and fsck wouldn't work at all, just error'ed out, so I couldn't even format it.My windows computer couldn't recognize it either, though it tried to format it.  My phone didn't give any errors, but I wasn't able to really test it there.  (I do wonder if just the mini to standard adapter is the problem, since my phone has a mini slot, and everywhere else that I tried it needed the adapter...Exchanging for a different brand, and I'll see what happens.",1.0,Negative,113,634
"I bought two cards for tablets.  The first wouldn't format, so I bought another GSkill Class 10. The second worked, but only for 3-5 minutes. Then error, or freeze.  I thought it may have been the tablets.  However, the Gskill worked in both.....So I called Amazon.  The customer service was excellent.  There ""may"" have been a problem with one of their vendors......They shipped out two new cards with Saturday delivery.  It was ""implied"" through lengthy conversation with the Amazon Agent, that there were numerous problems with a particular company/vendor.Lesson:  Do NOT Hesitate To Call And Return if you get a card that seems to have ANY troubles out of the pack.I was surprised that my initial review was removed  from Amazon....So I am leaving another about the return.  II tried everything to fix these cards: fat32 ntfs and the newest exFat.....  There are definitely some damaged cards out there so be wary, and do not hesitate to call customer service!",1.0,Negative,160,964
